,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
2803,A021,R032,01-00-07,05-06-11,00:00:00,REGULAR,1139795,2866084
2804,A021,R032,01-00-07,05-06-11,04:00:00,REGULAR,1139823,2866125
2805,A021,R032,01-00-07,05-06-11,11:40:41,REGULAR,1139982,2867587
2806,A021,R032,01-00-07,05-06-11,11:43:35,REGULAR,1139986,2867590
2807,A021,R032,01-00-07,05-06-11,12:00:00,REGULAR,1140013,2867636
2808,A021,R032,01-00-07,05-06-11,16:00:00,REGULAR,1140384,2868385
2809,A021,R032,01-00-07,05-06-11,20:00:00,REGULAR,1141274,2868979
2810,A022,R022,01-00-00,05-01-11,00:00:00,REGULAR,12589844,4773975
2811,A022,R022,01-00-00,05-01-11,04:00:00,REGULAR,12590100,4774035
2812,A022,R022,01-00-00,05-01-11,08:00:00,REGULAR,12590154,4774075
2813,A022,R022,01-00-00,05-01-11,12:00:00,REGULAR,12590450,4774354
2814,A022,R022,01-00-00,05-01-11,16:00:00,REGULAR,12591310,4774838
2815,A022,R022,01-00-00,05-01-11,20:00:00,REGULAR,12592483,4775204
2816,A022,R022,01-00-00,05-02-11,00:00:00,REGULAR,12593109,4775330
2817,A022,R022,01-00-00,05-02-11,04:00:00,REGULAR,12593207,4775338
2818,A022,R022,01-00-00,05-02-11,08:00:00,REGULAR,12593319,4775507
2819,A022,R022,01-00-00,05-02-11,12:00:00,REGULAR,12593868,4776374
2820,A022,R022,01-00-00,05-02-11,16:00:00,REGULAR,12595055,4776928
2821,A022,R022,01-00-00,05-02-11,20:00:00,REGULAR,12597259,4777455
2822,A022,R022,01-00-00,05-03-11,00:00:00,REGULAR,12598327,4777623
2823,A022,R022,01-00-00,05-03-11,04:00:00,REGULAR,12598472,4777633
2824,A022,R022,01-00-00,05-03-11,08:00:00,REGULAR,12598577,4777786
2830,A022,R022,01-00-00,05-03-11,16:00:00,REGULAR,12600504,4779112
2831,A022,R022,01-00-00,05-03-11,20:00:00,REGULAR,12602886,4779450
2832,A022,R022,01-00-00,05-04-11,00:00:00,REGULAR,12604013,4779610
2833,A022,R022,01-00-00,05-04-11,04:00:00,REGULAR,12604132,4779624
2834,A022,R022,01-00-00,05-04-11,08:00:00,REGULAR,12604238,4779774
2835,A022,R022,01-00-00,05-04-11,12:00:00,REGULAR,12604860,4780756
2836,A022,R022,01-00-00,05-04-11,16:00:00,REGULAR,12606033,4781343
2837,A022,R022,01-00-00,05-04-11,20:00:00,REGULAR,12608306,4781862
2838,A022,R022,01-00-00,05-05-11,00:00:00,REGULAR,12609440,4782011
2841,A022,R022,01-00-00,05-05-11,08:00:00,REGULAR,12609666,4782176
2842,A022,R022,01-00-00,05-05-11,12:00:00,REGULAR,12610313,4783098
2843,A022,R022,01-00-00,05-05-11,16:00:00,REGULAR,12611715,4783751
2844,A022,R022,01-00-00,05-05-11,20:00:00,REGULAR,12614082,4784311
2845,A022,R022,01-00-00,05-06-11,00:00:00,REGULAR,12615417,4784535
2846,A022,R022,01-00-00,05-06-11,04:00:00,REGULAR,12615646,4784553
2847,A022,R022,01-00-00,05-06-11,08:00:00,REGULAR,12615752,4784669
2848,A022,R022,01-00-00,05-06-11,12:00:00,REGULAR,12616316,4785504
2849,A022,R022,01-00-00,05-06-11,16:00:00,REGULAR,12617723,4786152
2850,A022,R022,01-00-00,05-06-11,20:00:00,REGULAR,12620168,4786591
2851,A022,R022,01-00-01,05-01-11,00:00:00,REGULAR,13928806,5289645
2852,A022,R022,01-00-01,05-01-11,04:00:00,REGULAR,13928974,5289710
2853,A022,R022,01-00-01,05-01-11,08:00:00,REGULAR,13929030,5289765
2854,A022,R022,01-00-01,05-01-11,12:00:00,REGULAR,13929277,5290026
2855,A022,R022,01-00-01,05-01-11,16:00:00,REGULAR,13929940,5290505
2856,A022,R022,01-00-01,05-01-11,20:00:00,REGULAR,13931005,5290884
2857,A022,R022,01-00-01,05-02-11,00:00:00,REGULAR,13931524,5291032
2858,A022,R022,01-00-01,05-02-11,04:00:00,REGULAR,13931605,5291046
2859,A022,R022,01-00-01,05-02-11,08:00:00,REGULAR,13931662,5291219
2860,A022,R022,01-00-01,05-02-11,12:00:00,REGULAR,13932163,5292051
2861,A022,R022,01-00-01,05-02-11,16:00:00,REGULAR,13933295,5292587
2862,A022,R022,01-00-01,05-02-11,20:00:00,REGULAR,13935502,5292909
2863,A022,R022,01-00-01,05-03-11,00:00:00,REGULAR,13936441,5293031
2864,A022,R022,01-00-01,05-03-11,04:00:00,REGULAR,13936525,5293045
2865,A022,R022,01-00-01,05-03-11,08:00:00,REGULAR,13936589,5293246
2873,A022,R022,01-00-01,05-03-11,20:00:00,REGULAR,13940460,5295105
2874,A022,R022,01-00-01,05-04-11,00:00:00,REGULAR,13941516,5295254
2875,A022,R022,01-00-01,05-04-11,04:00:00,REGULAR,13941599,5295272
2876,A022,R022,01-00-01,05-04-11,08:00:00,REGULAR,13941661,5295467
2877,A022,R022,01-00-01,05-04-11,12:00:00,REGULAR,13942127,5296508
2878,A022,R022,01-00-01,05-04-11,16:00:00,REGULAR,13943219,5297006
2879,A022,R022,01-00-01,05-04-11,20:00:00,REGULAR,13945337,5297425
2880,A022,R022,01-00-01,05-05-11,00:00:00,REGULAR,13946294,5297579
2881,A022,R022,01-00-01,05-05-11,04:00:00,REGULAR,13946364,5297596
2882,A022,R022,01-00-01,05-05-11,08:00:00,REGULAR,13946434,5297773
2883,A022,R022,01-00-01,05-05-11,12:00:00,REGULAR,13946989,5298666
2884,A022,R022,01-00-01,05-05-11,16:00:00,REGULAR,13948258,5299235
2888,A022,R022,01-00-01,05-06-11,04:00:00,REGULAR,13951932,5299857
2889,A022,R022,01-00-01,05-06-11,08:00:00,REGULAR,13951992,5300033
2890,A022,R022,01-00-01,05-06-11,12:00:00,REGULAR,13952460,5300960
2891,A022,R022,01-00-01,05-06-11,16:00:00,REGULAR,13953758,5301512
2892,A022,R022,01-00-01,05-06-11,20:00:00,REGULAR,13956005,5301959
2893,A022,R022,01-00-02,05-01-11,00:00:00,REGULAR,2107997,1011085
2894,A022,R022,01-00-02,05-01-11,04:00:00,REGULAR,2108135,1011133
2895,A022,R022,01-00-02,05-01-11,08:00:00,REGULAR,2108179,1011173
2896,A022,R022,01-00-02,05-01-11,12:00:00,REGULAR,2108400,1011389
2897,A022,R022,01-00-02,05-01-11,16:00:00,REGULAR,2109150,1011751
2898,A022,R022,01-00-02,05-01-11,20:00:00,REGULAR,2110242,1011985
2899,A022,R022,01-00-02,05-02-11,00:00:00,REGULAR,2110770,1012097
2900,A022,R022,01-00-02,05-02-11,04:00:00,REGULAR,2110819,1012114
2901,A022,R022,01-00-02,05-02-11,08:00:00,REGULAR,2110876,1012330
2902,A022,R022,01-00-02,05-02-11,12:00:00,REGULAR,2111344,1013219
2903,A022,R022,01-00-02,05-02-11,16:00:00,REGULAR,2112473,1013601
2904,A022,R022,01-00-02,05-02-11,20:00:00,REGULAR,2114577,1013799
2905,A022,R022,01-00-02,05-03-11,00:00:00,REGULAR,2115573,1013912
2906,A022,R022,01-00-02,05-03-11,04:00:00,REGULAR,2115639,1013925
2907,A022,R022,01-00-02,05-03-11,08:00:00,REGULAR,2115705,1014152
2913,A022,R022,01-00-02,05-03-11,16:00:00,REGULAR,2117389,1015402
2914,A022,R022,01-00-02,05-03-11,20:00:00,REGULAR,2119579,1015669
2915,A022,R022,01-00-02,05-04-11,00:00:00,REGULAR,2120705,1015772
2916,A022,R022,01-00-02,05-04-11,04:00:00,REGULAR,2120773,1015794
2917,A022,R022,01-00-02,05-04-11,08:00:00,REGULAR,2120848,1015983
2918,A022,R022,01-00-02,05-04-11,12:00:00,REGULAR,2121335,1016815
2919,A022,R022,01-00-02,05-04-11,16:00:00,REGULAR,2122398,1017143
2920,A022,R022,01-00-02,05-04-11,20:00:00,REGULAR,2124625,1017411
2921,A022,R022,01-00-02,05-05-11,00:00:00,REGULAR,2125710,1017551
2922,A022,R022,01-00-02,05-05-11,04:00:00,REGULAR,2125770,1017565
2923,A022,R022,01-00-02,05-05-11,08:00:00,REGULAR,2125827,1017784
2924,A022,R022,01-00-02,05-05-11,12:00:00,REGULAR,2126403,1018701
2925,A022,R022,01-00-02,05-05-11,16:00:00,REGULAR,2127673,1019117
2926,A022,R022,01-00-02,05-05-11,20:00:00,REGULAR,2129980,1019377
2927,A022,R022,01-00-02,05-06-11,00:00:00,REGULAR,2131205,1019523
2928,A022,R022,01-00-02,05-06-11,04:00:00,REGULAR,2131332,1019540
2929,A022,R022,01-00-02,05-06-11,08:00:00,REGULAR,2131398,1019721
2930,A022,R022,01-00-02,05-06-11,12:00:00,REGULAR,2131857,1020577
2931,A022,R022,01-00-02,05-06-11,16:00:00,REGULAR,2133186,1020951
2932,A022,R022,01-00-02,05-06-11,20:00:00,REGULAR,2135506,1021175
2934,A022,R022,01-06-00,05-01-11,04:00:00,REGULAR,355096,962202
2935,A022,R022,01-06-00,05-01-11,08:00:00,REGULAR,355097,962233
2936,A022,R022,01-06-00,05-01-11,12:00:00,REGULAR,355110,962364
2937,A022,R022,01-06-00,05-01-11,16:00:00,REGULAR,355141,962626
2938,A022,R022,01-06-00,05-01-11,20:00:00,REGULAR,355245,963048
2939,A022,R022,01-06-00,05-02-11,00:00:00,REGULAR,355293,963202
2940,A022,R022,01-06-00,05-02-11,04:00:00,REGULAR,355298,963212
2941,A022,R022,01-06-00,05-02-11,08:00:00,REGULAR,355303,963319
2942,A022,R022,01-06-00,05-02-11,12:00:00,REGULAR,355338,963830
2943,A022,R022,01-06-00,05-02-11,16:00:00,REGULAR,355404,964131
2944,A022,R022,01-06-00,05-02-11,20:00:00,REGULAR,355763,964880
2945,A022,R022,01-06-00,05-03-11,00:00:00,REGULAR,355888,965024
2946,A022,R022,01-06-00,05-03-11,04:00:00,REGULAR,355892,965028
2947,A022,R022,01-06-00,05-03-11,08:00:00,REGULAR,355897,965133
2948,A022,R022,01-06-00,05-03-11,12:00:00,REGULAR,355933,965738
2949,A022,R022,01-06-00,05-03-11,16:00:00,REGULAR,356041,966099
2950,A022,R022,01-06-00,05-03-11,20:00:00,REGULAR,356499,966867
2951,A022,R022,01-06-00,05-04-11,00:00:00,REGULAR,356629,967027
2952,A022,R022,01-06-00,05-04-11,04:00:00,REGULAR,356633,967031
2953,A022,R022,01-06-00,05-04-11,08:00:00,REGULAR,356640,967140
2958,A022,R022,01-06-00,05-04-11,16:00:00,REGULAR,356789,968096
2959,A022,R022,01-06-00,05-04-11,20:00:00,REGULAR,357310,968793
2960,A022,R022,01-06-00,05-05-11,00:00:00,REGULAR,357435,968934
2961,A022,R022,01-06-00,05-05-11,04:00:00,REGULAR,357438,968942
2962,A022,R022,01-06-00,05-05-11,08:00:00,REGULAR,357440,969036
2963,A022,R022,01-06-00,05-05-11,12:00:00,REGULAR,357477,969622
2964,A022,R022,01-06-00,05-05-11,16:00:00,REGULAR,357590,970039
2965,A022,R022,01-06-00,05-05-11,20:00:00,REGULAR,358016,970852
2966,A022,R022,01-06-00,05-06-11,00:00:00,REGULAR,358137,971032
2967,A022,R022,01-06-00,05-06-11,04:00:00,REGULAR,358138,971050
2968,A022,R022,01-06-00,05-06-11,08:00:00,REGULAR,358143,971143
2969,A022,R022,01-06-00,05-06-11,12:00:00,REGULAR,358188,971638
2970,A022,R022,01-06-00,05-06-11,16:00:00,REGULAR,358300,972087
2971,A022,R022,01-06-00,05-06-11,20:00:00,REGULAR,358744,972906
2973,A022,R022,01-06-01,05-01-11,04:00:00,REGULAR,2162660,2410334
2974,A022,R022,01-06-01,05-01-11,08:00:00,REGULAR,2162665,2410362
2975,A022,R022,01-06-01,05-01-11,12:00:00,REGULAR,2162708,2410500
2976,A022,R022,01-06-01,05-01-11,16:00:00,REGULAR,2162789,2410867
2977,A022,R022,01-06-01,05-01-11,20:00:00,REGULAR,2162986,2411476
2978,A022,R022,01-06-01,05-02-11,00:00:00,REGULAR,2163053,2411669
2979,A022,R022,01-06-01,05-02-11,04:00:00,REGULAR,2163066,2411690
2980,A022,R022,01-06-01,05-02-11,08:00:00,REGULAR,2163071,2411792
2981,A022,R022,01-06-01,05-02-11,12:00:00,REGULAR,2163129,2412374
2982,A022,R022,01-06-01,05-02-11,16:00:00,REGULAR,2163290,2412938
2983,A022,R022,01-06-01,05-02-11,20:00:00,REGULAR,2164014,2413642
2984,A022,R022,01-06-01,05-03-11,00:00:00,REGULAR,2164281,2413812
2985,A022,R022,01-06-01,05-03-11,04:00:00,REGULAR,2164291,2413823
2986,A022,R022,01-06-01,05-03-11,08:00:00,REGULAR,2164301,2413916
2987,A022,R022,01-06-01,05-03-11,12:00:00,REGULAR,2164403,2414503
2988,A022,R022,01-06-01,05-03-11,16:00:00,REGULAR,2164603,2415037
2989,A022,R022,01-06-01,05-03-11,20:00:00,REGULAR,2165353,2415842
2990,A022,R022,01-06-01,05-04-11,00:00:00,REGULAR,2165601,2416059
2991,A022,R022,01-06-01,05-04-11,04:00:00,REGULAR,2165612,2416067
2992,A022,R022,01-06-01,05-04-11,08:00:00,REGULAR,2165628,2416162
2997,A022,R022,01-06-01,05-04-11,12:00:00,REGULAR,2165710,2416718
2998,A022,R022,01-06-01,05-04-11,16:00:00,REGULAR,2165884,2417292
2999,A022,R022,01-06-01,05-04-11,20:00:00,REGULAR,2166622,2418095
3000,A022,R022,01-06-01,05-05-11,00:00:00,REGULAR,2166835,2418277
3001,A022,R022,01-06-01,05-05-11,04:00:00,REGULAR,2166847,2418287
3002,A022,R022,01-06-01,05-05-11,08:00:00,REGULAR,2166858,2418388
3003,A022,R022,01-06-01,05-05-11,12:00:00,REGULAR,2166956,2419038
3004,A022,R022,01-06-01,05-05-11,16:00:00,REGULAR,2167171,2419645
3005,A022,R022,01-06-01,05-05-11,20:00:00,REGULAR,2167917,2420426
3006,A022,R022,01-06-01,05-06-11,00:00:00,REGULAR,2168148,2420672
3007,A022,R022,01-06-01,05-06-11,04:00:00,REGULAR,2168163,2420692
3008,A022,R022,01-06-01,05-06-11,08:00:00,REGULAR,2168172,2420759
3009,A022,R022,01-06-01,05-06-11,12:00:00,REGULAR,2168251,2421299
3010,A022,R022,01-06-01,05-06-11,16:00:00,REGULAR,2168465,2421943
3011,A022,R022,01-06-01,05-06-11,20:00:00,REGULAR,2169230,2422752
3012,A025,R023,01-00-00,05-01-11,00:00:00,REGULAR,4030337,7508441
3013,A025,R023,01-00-00,05-01-11,04:00:00,REGULAR,4030409,7508491
3014,A025,R023,01-00-00,05-01-11,08:00:00,REGULAR,4030446,7508601
3015,A025,R023,01-00-00,05-01-11,12:00:00,REGULAR,4030585,7509041
3016,A025,R023,01-00-00,05-01-11,16:00:00,REGULAR,4030802,7509500
3017,A025,R023,01-00-00,05-01-11,20:00:00,REGULAR,4031116,7509850
3018,A025,R023,01-00-00,05-02-11,00:00:00,REGULAR,4031295,7510016
3019,A025,R023,01-00-00,05-02-11,04:00:00,REGULAR,4031327,7510031
3020,A025,R023,01-00-00,05-02-11,08:00:00,REGULAR,4031512,7510444
3021,A025,R023,01-00-00,05-02-11,08:06:37,REGULAR,4031519,7510487
3022,A025,R023,01-00-00,05-02-11,12:00:00,REGULAR,4031879,7512433
3023,A025,R023,01-00-00,05-02-11,16:00:00,REGULAR,4032199,7513148
3024,A025,R023,01-00-00,05-02-11,20:00:00,REGULAR,4033189,7514228
3025,A025,R023,01-00-00,05-03-11,00:00:00,REGULAR,4033460,7514495
3026,A025,R023,01-00-00,05-03-11,04:00:00,REGULAR,4033497,7514519
3029,A025,R023,01-00-00,05-03-11,12:00:00,REGULAR,4034061,7517010
3030,A025,R023,01-00-00,05-03-11,16:00:00,REGULAR,4034439,7517775
3031,A025,R023,01-00-00,05-03-11,20:00:00,REGULAR,4035521,7518830
3032,A025,R023,01-00-00,05-04-11,00:00:00,REGULAR,4035883,7519131
3033,A025,R023,01-00-00,05-04-11,04:00:00,REGULAR,4035919,7519153
3034,A025,R023,01-00-00,05-04-11,08:00:00,REGULAR,4036094,7519594
3035,A025,R023,01-00-00,05-04-11,12:00:00,REGULAR,4036450,7521833
3036,A025,R023,01-00-00,05-04-11,16:00:00,REGULAR,4036746,7522600
3037,A025,R023,01-00-00,05-04-11,20:00:00,REGULAR,4037784,7523673
3038,A025,R023,01-00-00,05-05-11,00:00:00,REGULAR,4038070,7523965
3039,A025,R023,01-00-00,05-05-11,04:00:00,REGULAR,4038111,7523991
3040,A025,R023,01-00-00,05-05-11,08:00:00,REGULAR,4038261,7524463
3046,A025,R023,01-00-00,05-05-11,12:00:00,REGULAR,4038645,7526244
3051,A025,R023,01-00-00,05-06-11,00:00:00,REGULAR,4039814,7528245
3052,A025,R023,01-00-00,05-06-11,04:00:00,REGULAR,4039888,7528277
3053,A025,R023,01-00-00,05-06-11,04:00:00,REGULAR,4039888,7528277
3054,A025,R023,01-00-00,05-06-11,08:00:00,REGULAR,4040027,7528717
3055,A025,R023,01-00-00,05-06-11,12:00:00,REGULAR,4040259,7530626
3056,A025,R023,01-00-00,05-06-11,14:58:43,REGULAR,4040481,7531193
3057,A025,R023,01-00-00,05-06-11,16:00:00,REGULAR,4040595,7531418
3058,A025,R023,01-00-00,05-06-11,20:00:00,REGULAR,4041207,7532589
3059,A025,R023,01-00-01,05-01-11,00:00:00,REGULAR,3495971,1473549
3060,A025,R023,01-00-01,05-01-11,04:00:00,REGULAR,3496085,1473572
3061,A025,R023,01-00-01,05-01-11,08:00:00,REGULAR,3496143,1473593
3062,A025,R023,01-00-01,05-01-11,12:00:00,REGULAR,3496361,1473723
3063,A025,R023,01-00-01,05-01-11,16:00:00,REGULAR,3496668,1473883
3064,A025,R023,01-00-01,05-01-11,20:00:00,REGULAR,3497076,1474040
3065,A025,R023,01-00-01,05-02-11,00:00:00,REGULAR,3497305,1474107
3066,A025,R023,01-00-01,05-02-11,04:00:00,REGULAR,3497349,1474110
3067,A025,R023,01-00-01,05-02-11,08:00:00,REGULAR,3497642,1474227
3068,A025,R023,01-00-01,05-02-11,08:06:37,REGULAR,3497665,1474234
3069,A025,R023,01-00-01,05-02-11,12:00:00,REGULAR,3498450,1474737
3070,A025,R023,01-00-01,05-02-11,16:00:00,REGULAR,3498936,1475002
3071,A025,R023,01-00-01,05-02-11,20:00:00,REGULAR,3500206,1475423
3072,A025,R023,01-00-01,05-03-11,00:00:00,REGULAR,3500576,1475495
3073,A025,R023,01-00-01,05-03-11,04:00:00,REGULAR,3500638,1475496
3076,A025,R023,01-00-01,05-03-11,12:00:00,REGULAR,3501799,1476136
3077,A025,R023,01-00-01,05-03-11,16:00:00,REGULAR,3502353,1476404
3078,A025,R023,01-00-01,05-03-11,20:00:00,REGULAR,3503651,1476862
3079,A025,R023,01-00-01,05-04-11,00:00:00,REGULAR,3504071,1476947
3080,A025,R023,01-00-01,05-04-11,04:00:00,REGULAR,3504130,1476956
3081,A025,R023,01-00-01,05-04-11,08:00:00,REGULAR,3504452,1477062
3082,A025,R023,01-00-01,05-04-11,12:00:00,REGULAR,3505303,1477723
3083,A025,R023,01-00-01,05-04-11,16:00:00,REGULAR,3505763,1478021
3084,A025,R023,01-00-01,05-04-11,20:00:00,REGULAR,3507085,1478459
3085,A025,R023,01-00-01,05-05-11,00:00:00,REGULAR,3507462,1478552
3086,A025,R023,01-00-01,05-05-11,04:00:00,REGULAR,3507509,1478559
3087,A025,R023,01-00-01,05-05-11,08:00:00,REGULAR,3507810,1478686
3093,A025,R023,01-00-01,05-05-11,12:00:00,REGULAR,3508590,1479383
3094,A025,R023,01-00-01,05-05-11,16:00:00,REGULAR,3509107,1479764
3095,A025,R023,01-00-01,05-05-11,20:00:00,REGULAR,3510564,1480112
3096,A025,R023,01-00-01,05-06-11,00:00:00,REGULAR,3511024,1480205
3097,A025,R023,01-00-01,05-06-11,04:00:00,REGULAR,3511086,1480222
3100,A025,R023,01-00-01,05-06-11,12:00:00,REGULAR,3512191,1480847
3101,A025,R023,01-00-01,05-06-11,14:58:43,REGULAR,3512565,1481055
3102,A025,R023,01-00-01,05-06-11,16:00:00,REGULAR,3512759,1481142
3103,A025,R023,01-00-01,05-06-11,20:00:00,REGULAR,3514022,1481513
3104,A025,R023,01-00-02,05-01-11,00:00:00,REGULAR,6586632,1557157
3105,A025,R023,01-00-02,05-01-11,04:00:00,REGULAR,6586728,1557171
3106,A025,R023,01-00-02,05-01-11,08:00:00,REGULAR,6586781,1557185
3107,A025,R023,01-00-02,05-01-11,12:00:00,REGULAR,6586997,1557265
3108,A025,R023,01-00-02,05-01-11,16:00:00,REGULAR,6587283,1557383
3109,A025,R023,01-00-02,05-01-11,20:00:00,REGULAR,6587638,1557487
3110,A025,R023,01-00-02,05-02-11,00:00:00,REGULAR,6587836,1557530
3111,A025,R023,01-00-02,05-02-11,04:00:00,REGULAR,6587862,1557532
3112,A025,R023,01-00-02,05-02-11,08:00:00,REGULAR,6588121,1557594
3113,A025,R023,01-00-02,05-02-11,08:06:37,REGULAR,6588140,1557598
3114,A025,R023,01-00-02,05-02-11,12:00:00,REGULAR,6588914,1557832
3115,A025,R023,01-00-02,05-02-11,16:00:00,REGULAR,6589366,1557932
3116,A025,R023,01-00-02,05-02-11,20:00:00,REGULAR,6590504,1558183
3117,A025,R023,01-00-02,05-03-11,00:00:00,REGULAR,6590781,1558238
3118,A025,R023,01-00-02,05-03-11,04:00:00,REGULAR,6590810,1558243
3121,A025,R023,01-00-02,05-03-11,12:00:00,REGULAR,6591920,1558566
3122,A025,R023,01-00-02,05-03-11,16:00:00,REGULAR,6592465,1558736
3123,A025,R023,01-00-02,05-03-11,20:00:00,REGULAR,6593727,1558970
3124,A025,R023,01-00-02,05-04-11,00:00:00,REGULAR,6594088,1559010
3125,A025,R023,01-00-02,05-04-11,04:00:00,REGULAR,6594127,1559012
3126,A025,R023,01-00-02,05-04-11,08:00:00,REGULAR,6594371,1559067
3127,A025,R023,01-00-02,05-04-11,12:00:00,REGULAR,6595251,1559355
3128,A025,R023,01-00-02,05-04-11,16:00:00,REGULAR,6595728,1559525
3129,A025,R023,01-00-02,05-04-11,20:00:00,REGULAR,6596950,1559771
3130,A025,R023,01-00-02,05-05-11,00:00:00,REGULAR,6597284,1559827
3131,A025,R023,01-00-02,05-05-11,04:00:00,REGULAR,6597328,1559832
3132,A025,R023,01-00-02,05-05-11,08:00:00,REGULAR,6597598,1559887
3138,A025,R023,01-00-02,05-05-11,16:00:00,REGULAR,6598929,1560467
3139,A025,R023,01-00-02,05-05-11,20:00:00,REGULAR,6600191,1560735
3140,A025,R023,01-00-02,05-06-11,00:00:00,REGULAR,6600605,1560795
3141,A025,R023,01-00-02,05-06-11,04:00:00,REGULAR,6600668,1560806
3144,A025,R023,01-00-02,05-06-11,12:00:00,REGULAR,6601676,1561173
3145,A025,R023,01-00-02,05-06-11,14:58:43,REGULAR,6602061,1561277
3146,A025,R023,01-00-02,05-06-11,16:00:00,REGULAR,6602240,1561341
3147,A025,R023,01-00-02,05-06-11,20:00:00,REGULAR,6603500,1561642
3148,A025,R023,01-00-03,05-01-11,00:00:00,REGULAR,5381639,1413256
3149,A025,R023,01-00-03,05-01-11,04:00:00,REGULAR,5381710,1413270
3150,A025,R023,01-00-03,05-01-11,08:00:00,REGULAR,5381728,1413285
3151,A025,R023,01-00-03,05-01-11,12:00:00,REGULAR,5381891,1413337
3152,A025,R023,01-00-03,05-01-11,16:00:00,REGULAR,5382098,1413442
3153,A025,R023,01-00-03,05-01-11,20:00:00,REGULAR,5382470,1413520
3154,A025,R023,01-00-03,05-02-11,00:00:00,REGULAR,5382662,1413568
3155,A025,R023,01-00-03,05-02-11,04:00:00,REGULAR,5382687,1413570
3156,A025,R023,01-00-03,05-02-11,08:00:00,REGULAR,5382886,1413613
3157,A025,R023,01-00-03,05-02-11,08:06:37,REGULAR,5382902,1413617
3158,A025,R023,01-00-03,05-02-11,12:00:00,REGULAR,5383561,1413790
3159,A025,R023,01-00-03,05-02-11,16:00:00,REGULAR,5383963,1413919
3160,A025,R023,01-00-03,05-02-11,20:00:00,REGULAR,5385097,1414104
3161,A025,R023,01-00-03,05-03-11,00:00:00,REGULAR,5385337,1414149
3162,A025,R023,01-00-03,05-03-11,04:00:00,REGULAR,5385356,1414154
3163,A025,R023,01-00-03,05-03-11,08:00:00,REGULAR,5385561,1414203
3164,A025,R023,01-00-03,05-03-11,12:00:00,REGULAR,5386238,1414427
3165,A025,R023,01-00-03,05-03-11,16:00:00,REGULAR,5386766,1414612
3166,A025,R023,01-00-03,05-03-11,20:00:00,REGULAR,5387993,1414802
3167,A025,R023,01-00-03,05-04-11,00:00:00,REGULAR,5388329,1414836
3168,A025,R023,01-00-03,05-04-11,04:00:00,REGULAR,5388359,1414839
3169,A025,R023,01-00-03,05-04-11,08:00:00,REGULAR,5388625,1414880
3170,A025,R023,01-00-03,05-04-11,12:00:00,REGULAR,5389367,1415132
3171,A025,R023,01-00-03,05-04-11,16:00:00,REGULAR,5389821,1415272
3172,A025,R023,01-00-03,05-04-11,20:00:00,REGULAR,5391039,1415507
3173,A025,R023,01-00-03,05-05-11,00:00:00,REGULAR,5391367,1415551
3174,A025,R023,01-00-03,05-05-11,04:00:00,REGULAR,5391387,1415556
3175,A025,R023,01-00-03,05-05-11,08:00:00,REGULAR,5391578,1415594
3182,A025,R023,01-00-03,05-05-11,16:00:00,REGULAR,5392728,1416021
3183,A025,R023,01-00-03,05-05-11,20:00:00,REGULAR,5393991,1416290
3184,A025,R023,01-00-03,05-06-11,00:00:00,REGULAR,5394362,1416358
3185,A025,R023,01-00-03,05-06-11,04:00:00,REGULAR,5394405,1416367
3188,A025,R023,01-00-03,05-06-11,12:00:00,REGULAR,5395352,1416647
3189,A025,R023,01-00-03,05-06-11,14:58:43,REGULAR,5395714,1416742
3190,A025,R023,01-00-03,05-06-11,16:00:00,REGULAR,5395892,1416802
3191,A025,R023,01-00-03,05-06-11,20:00:00,REGULAR,5397132,1417101
3192,A025,R023,01-03-00,05-01-11,00:00:00,REGULAR,5828473,2440133
3193,A025,R023,01-03-00,05-01-11,04:00:00,REGULAR,5828580,2440142
3194,A025,R023,01-03-00,05-01-11,08:00:00,REGULAR,5828609,2440164
3195,A025,R023,01-03-00,05-01-11,12:00:00,REGULAR,5828759,2440273
3196,A025,R023,01-03-00,05-01-11,16:00:00,REGULAR,5829000,2440438
3197,A025,R023,01-03-00,05-01-11,20:00:00,REGULAR,5829382,2440623
3198,A025,R023,01-03-00,05-02-11,00:00:00,REGULAR,5829682,2440689
3199,A025,R023,01-03-00,05-02-11,04:00:00,REGULAR,5829706,2440694
3200,A025,R023,01-03-00,05-02-11,08:00:00,REGULAR,5829898,2440779
3201,A025,R023,01-03-00,05-02-11,08:06:37,REGULAR,5829913,2440787
3202,A025,R023,01-03-00,05-02-11,12:00:00,REGULAR,5830572,2441104
3203,A025,R023,01-03-00,05-02-11,16:00:00,REGULAR,5830998,2441352
3204,A025,R023,01-03-00,05-02-11,20:00:00,REGULAR,5832243,2441769
3205,A025,R023,01-03-00,05-03-11,00:00:00,REGULAR,5832617,2441843
3206,A025,R023,01-03-00,05-03-11,04:00:00,REGULAR,5832652,2441844
3207,A025,R023,01-03-00,05-03-11,08:00:00,REGULAR,5832900,2441922
3208,A025,R023,01-03-00,05-03-11,12:00:00,REGULAR,5833567,2442284
3209,A025,R023,01-03-00,05-03-11,16:00:00,REGULAR,5834184,2442627
3210,A025,R023,01-03-00,05-03-11,20:00:00,REGULAR,5835529,2443093
